,product,started,closed,winner,price
81,Apple Watch Series,2021-11-27 07:00:00,2021-11-27 13:05:03,Bia-2022,"R$ 34,06"
82,Pacote 100 Lances,2021-11-27 12:00:00,2021-11-27 12:13:18,rosa2021ama,"R$ 2,19"
83,IPhone 13 Pro,2021-11-27 10:00:00,2021-11-27 11:45:03,p.caldana,"R$ 13,20"
84,PIX de 1.000,2021-11-27 11:00:00,2021-11-27 11:05:36,email,"R$ 1,70"
85,5 Digital Edition,2021-11-26 20:30:00,2021-11-27 09:07:06,HEITOR_BARÚ,"R$ 72,45"
86,Pacote 50 Lances,2021-11-27 09:00:00,2021-11-27 09:03:42,Kasia,"R$ 0,92"
87,Drone Multilaser Eagle,2021-11-27 08:00:00,2021-11-27 08:03:45,p.caldana,"R$ 1,11"
88,Patinete Elétrico Maj,2021-11-26 20:00:00,2021-11-27 07:36:34,dexa co pai,"R$ 94,06"
89,Pacote 50 Lances,2021-11-27 06:00:00,2021-11-27 06:21:42,Binhobricio,"R$ 3,07"
90,MacBook Air Intel,2021-11-26 22:00:00,2021-11-27 00:49:01,reidoleilão,"R$ 20,33"
91,Pacote 100 Lances,2021-11-26 23:00:00,2021-11-26 23:16:23,Ronaldojunior10,"R$ 2,52"
92,Pacote 100 Lances,2021-11-26 21:00:00,2021-11-26 21:43:27,JBruno57,"R$ 6,18"
93,Refrigerador Brastemp Frost,2021-11-26 17:00:00,2021-11-26 21:06:50,Zamboni3,"R$ 27,52"
94,Climatizador de Ar,2021-11-26 19:30:00,2021-11-26 20:23:55,VITACIR. CAMPEÃO,"R$ 5,43"
95,Patinete Elétrico Foston,2021-11-26 19:00:00,2021-11-26 19:25:31,Alisson Marconi,"R$ 2,69"
96,Pacote 50 Lances,2021-11-26 18:00:00,2021-11-26 18:00:38,Matheus3520,"R$ 0,60"
97,Drone Multilaser Eagle,2021-11-26 11:00:00,2021-11-26 17:58:26,email,"R$ 33,06"
98,GoPro HERO 9,2021-11-26 16:00:00,2021-11-26 17:21:22,Waldemir AWS,"R$ 8,76"
99,Pacote 50 Lances,2021-11-26 15:00:00,2021-11-26 15:27:37,Kamikaze78,"R$ 4,02"
100,Fone De Ouvido,2021-11-26 13:00:00,2021-11-26 15:10:56,Vainner-SC,"R$ 10,58"
101,iPad Air 10,2021-11-26 14:00:00,2021-11-26 14:22:48,amd_silva,"R$ 3,03"
102,PIX de 1.000,2021-11-26 07:00:00,2021-11-26 12:48:21,jessicam.victoria.mg,"R$ 41,52"
103,Pacote 100 Lances,2021-11-26 12:00:00,2021-11-26 12:14:32,34152302879,"R$ 2,31"
104,Pacote 50 Lances,2021-11-26 09:00:00,2021-11-26 09:11:57,Gpven,"R$ 1,72"
105,Chaise Hungria Trama,2021-11-26 08:00:00,2021-11-26 08:00:53,zarat,"R$ 0,91"
106,Pacote 50 Lances,2021-11-26 06:00:00,2021-11-26 06:08:00,Jigor,"R$ 1,89"
107,5 Digital Edition,2021-11-25 17:00:00,2021-11-26 04:40:20,email,"R$ 71,51"
108,Smart TV 75,2021-11-25 16:00:00,2021-11-26 02:31:42,RiguettoGMR,"R$ 74,95"
109,A Intel Core,2021-11-25 22:00:00,2021-11-26 00:15:17,ricardomonti,"R$ 10,96"
110,Pacote 100 Lances,2021-11-25 23:00:00,2021-11-25 23:13:46,Kamikaze78,"R$ 2,27"
111,Pacote 100 Lances,2021-11-25 21:00:00,2021-11-25 21:51:02,Lalau100,"R$ 6,94"
112,Honda CG 160,2021-11-25 20:00:00,2021-11-25 20:48:49,G.Ornellas,"R$ 8,28"
113,Bicicleta Aro 29,2021-11-25 20:30:00,2021-11-25 20:48:47,icoelho,"R$ 3,01"
114,Caixa de Som,2021-11-25 19:30:00,2021-11-25 19:51:03,email,"R$ 2,61"
115,Cafeteira Dolce Gusto,2021-11-25 19:00:00,2021-11-25 19:18:26,Luiscma96,"R$ 2,56"
116,Pacote 50 Lances,2021-11-25 18:00:00,2021-11-25 18:07:23,kaiquedimas95,"R$ 1,64"
117,Lava E Seca,2021-11-25 14:00:00,2021-11-25 17:46:55,email,"R$ 25,52"
118,Câmera Insta360 One,2021-11-25 13:00:00,2021-11-25 17:10:16,Januário 2000,"R$ 25,12"
119,IPhone 13 Pro,2021-11-25 10:00:00,2021-11-25 16:15:37,keepcalm,"R$ 46,09"
120,Pacote 50 Lances,2021-11-25 15:00:00,2021-11-25 15:20:41,email,"R$ 3,20"
121,Pacote 100 Lances,2021-11-25 12:00:00,2021-11-25 12:46:04,GuilhermeGoerler,"R$ 6,71"
122,5 Polegadas Vermelho,2021-11-25 11:00:00,2021-11-25 11:05:14,Mazzeto_Sjc,"R$ 1,63"
123,GoPro HERO 9,2021-11-25 07:00:00,2021-11-25 10:10:01,xandytimão,"R$ 18,18"
124,Cadeira de escrit,2021-11-25 08:00:00,2021-11-25 09:07:38,email,"R$ 6,48"
125,Pacote 50 Lances,2021-11-25 09:00:00,2021-11-25 09:02:21,email,"R$ 0,77"
126,Smart TV LED,2021-11-24 16:00:00,2021-11-25 06:11:32,Sah_Caleron,"R$ 97,94"
127,Pacote 50 Lances,2021-11-25 06:00:00,2021-11-25 06:02:01,Marceloao,"R$ 1,47"
128,MacBook Air Intel,2021-11-24 22:00:00,2021-11-25 00:25:23,Carletto365,"R$ 16,98"
129,Refrigerador Brastemp Frost,2021-11-24 19:00:00,2021-11-25 00:15:29,DomFidalgo,"R$ 37,39"
130,Pacote 100 Lances,2021-11-24 23:00:00,2021-11-24 23:40:39,Tttttttt,"R$ 6,04"
131,ban Chris Rb4187l,2021-11-24 17:00:00,2021-11-24 21:43:24,waltz221,"R$ 21,04"
132,Pacote 100 Lances,2021-11-24 21:00:00,2021-11-24 21:30:41,Maxmaximiliano,"R$ 5,57"
133,Caixa de Som,2021-11-24 20:30:00,2021-11-24 20:34:01,Gabrielmmn13,"R$ 1,71"
134,Patinete Elétrico Maj,2021-11-24 20:00:00,2021-11-24 20:14:23,Joker128,"R$ 3,04"
135,A Intel Core,2021-11-21 22:00:00,2021-11-24 19:49:02,R.Possebon,"R$ 347,23"
136,PIX de 200,2021-11-24 19:30:00,2021-11-24 19:37:03,DehLins,"R$ 2,23"
137,IPhone 13 Pro,2021-11-23 10:00:00,2021-11-24 18:43:39,FabioTrader,"R$ 207,36"
138,Pacote 50 Lances,2021-11-24 18:00:00,2021-11-24 18:00:43,email,"R$ 0,70"
139,Pacote 50 Lances,2021-11-24 15:00:00,2021-11-24 15:52:30,AndreLuiz41,"R$ 6,15"
140,Apple Watch Series,2021-11-24 07:00:00,2021-11-24 15:23:24,zehraphael33,"R$ 50,56"
141,PIX de 1.000,2021-11-24 13:00:00,2021-11-24 14:30:09,VACINADO,"R$ 12,20"
142,Caixa de Som,2021-11-24 14:00:00,2021-11-24 14:19:37,falcon80,"R$ 3,73"
143,Pacote 100 Lances,2021-11-24 12:00:00,2021-11-24 12:56:45,KarenEloaMaria,"R$ 7,14"
144,Aspirador Robô Mondial,2021-11-24 11:00:00,2021-11-24 12:06:45,Baratello,"R$ 6,85"
145,IPhone 13 Pro,2021-11-24 10:00:00,2021-11-24 10:54:35,heliopt13,"R$ 7,43"
146,Pacote 50 Lances,2021-11-24 09:00:00,2021-11-24 09:16:50,franciscogssm,"R$ 2,08"
147,Esteira Ergométrica El,2021-11-24 08:00:00,2021-11-24 08:41:29,EDU_VOGT,"R$ 3,82"
148,Pacote 50 Lances,2021-11-24 06:00:00,2021-11-24 06:19:15,Maycon Emmanuel,"R$ 3,54"
149,A Intel Core,2021-11-23 22:00:00,2021-11-24 05:57:06,email,"R$ 41,87"
150,Refrigerador Brastemp Frost,2021-11-23 17:00:00,2021-11-24 00:51:37,Viniciuslealt,"R$ 43,15"
151,Pacote 100 Lances,2021-11-23 23:00:00,2021-11-23 23:03:27,Mrkatatau,"R$ 1,52"
152,Pacote 100 Lances,2021-11-23 21:00:00,2021-11-23 21:12:52,Jiuler21,"R$ 2,71"
153,Kit 2 Banquetas,2021-11-23 20:30:00,2021-11-23 21:12:07,fontineleth,"R$ 5,55"
154,Fone Bose Quietcomfort,2021-11-23 19:00:00,2021-11-23 20:09:11,FamiliaFaustini,"R$ 5,97"
155,Impressora Canon Pixma,2021-11-23 19:30:00,2021-11-23 20:03:45,Sai_Jaburú,"R$ 3,43"
156,Smart TV 75,2021-11-23 20:00:00,2021-11-23 20:00:18,r.marconato,"R$ 3,81"
157,Pacote 50 Lances,2021-11-23 18:00:00,2021-11-23 18:27:44,dgcorrea,"R$ 3,83"
158,iPad Air 10,2021-11-23 14:00:00,2021-11-23 16:57:50,flavianno,"R$ 16,98"
159,5 Digital Edition,2021-11-23 16:00:00,2021-11-23 16:22:59,C ZAGUINI,"R$ 5,31"
160,Pacote 50 Lances,2021-11-23 15:00:00,2021-11-23 15:03:58,email,"R$ 1,35"
161,PIX de 1.000,2021-11-23 13:00:00,2021-11-23 14:31:28,GreenDay2003,"R$ 12,77"
162,Câmera Insta360 One,2021-11-23 11:00:00,2021-11-23 12:43:10,henning_fabio,"R$ 9,75"
163,Pacote 100 Lances,2021-11-23 12:00:00,2021-11-23 12:40:20,ronalderom,"R$ 5,81"
164,Caixa de Som,2021-11-23 07:00:00,2021-11-23 09:32:40,LaminadosSP,"R$ 15,54"
165,Pacote 50 Lances,2021-11-23 09:00:00,2021-11-23 09:01:35,Michelhpsilva,"R$ 0,76"
166,Bicicleta Aro 29,2021-11-23 08:00:00,2021-11-23 08:14:08,wandy90,"R$ 3,21"
167,Pacote 50 Lances,2021-11-23 06:00:00,2021-11-23 06:14:48,email,"R$ 2,50"
168,MacBook Air Intel,2021-11-22 22:00:00,2021-11-23 02:41:00,inaciograflab,"R$ 30,90"
169,Pacote 100 Lances,2021-11-22 23:00:00,2021-11-22 23:10:30,email,"R$ 2,08"
170,Chaise Hungria Trama,2021-11-22 20:30:00,2021-11-22 22:15:25,inaciograflab,"R$ 10,57"
171,Pacote 100 Lances,2021-11-22 21:00:00,2021-11-22 21:37:58,email,"R$ 5,00"
172,Patinete Elétrico Maj,2021-11-22 16:00:00,2021-11-22 21:32:53,email,"R$ 32,16"
173,GoPro HERO 9,2021-11-22 20:00:00,2021-11-22 20:27:02,M.Sada,"R$ 3,54"
174,Mochila Nike Sportswear,2021-11-22 19:00:00,2021-11-22 20:16:44,Luiscma96,"R$ 7,89"
175,Lava E Seca,2021-11-22 19:30:00,2021-11-22 19:58:44,@dianhooficial,"R$ 6,63"
176,Fone Bose Quietcomfort,2021-11-22 17:00:00,2021-11-22 19:13:37,KAIOBLACK,"R$ 12,86"
177,Pacote 50 Lances,2021-11-22 18:00:00,2021-11-22 18:02:43,moura29,"R$ 0,93"
178,Pacote 50 Lances,2021-11-22 15:00:00,2021-11-22 15:38:51,email,"R$ 5,82"
179,Caixa de Som,2021-11-22 14:00:00,2021-11-22 15:21:00,email,"R$ 10,47"
180,IPhone 13 Pro,2021-11-22 10:00:00,2021-11-22 14:36:47,DonaOnça,"R$ 32,70"
181,Apple Watch Series,2021-11-22 13:00:00,2021-11-22 13:40:17,Edu_96,"R$ 4,11"
182,Pacote 100 Lances,2021-11-22 12:00:00,2021-11-22 13:07:48,ronalderom,"R$ 9,44"
183,5 Polegadas Vermelho,2021-11-22 11:00:00,2021-11-22 12:02:56,R.E.N.A.T.O,"R$ 6,43"
184,PIX de 1.000,2021-11-22 08:00:00,2021-11-22 09:26:12,Fernão_Pierri,"R$ 9,31"
185,Pacote 50 Lances,2021-11-22 09:00:00,2021-11-22 09:17:11,Cf07,"R$ 1,61"
186,Cervejeira Metalfrio VN50FL,2021-11-22 07:00:00,2021-11-22 07:39:03,ricardomonti,"R$ 4,98"
187,Pacote 50 Lances,2021-11-22 06:00:00,2021-11-22 06:08:49,De.washington,"R$ 1,60"
188,IPhone 13 Pro,2021-11-21 10:00:00,2021-11-22 01:16:29,marcelozucco,"R$ 126,10"
189,Pacote 100 Lances,2021-11-21 23:00:00,2021-11-21 23:19:19,email,"R$ 2,71"
190,PIX de 200,2021-11-21 20:30:00,2021-11-21 22:58:53,Luiscma96,"R$ 23,83"
191,Patinete Elétrico Foston,2021-11-21 20:00:00,2021-11-21 22:06:15,NECO9,"R$ 14,68"
192,Smart TV 75,2021-11-21 16:00:00,2021-11-21 21:52:04,Zamboni3,"R$ 44,39"
193,Pacote 100 Lances,2021-11-21 21:00:00,2021-11-21 21:23:54,raquelmaia,"R$ 3,70"
194,GoPro HERO 9,2021-11-21 19:30:00,2021-11-21 19:47:49,Perigoso00,"R$ 2,88"
195,5 Digital Edition,2021-11-21 19:00:00,2021-11-21 19:23:26,F15 Roldan,"R$ 7,12"
196,Pacote 50 Lances,2021-11-21 18:00:00,2021-11-21 18:15:39,Perolahruba,"R$ 3,00"
197,Cervejeira Metalfrio VN50FL,2021-11-21 17:00:00,2021-11-21 18:02:38,Zamboni3,"R$ 8,71"
198,Câmera Insta360 One,2021-11-21 14:00:00,2021-11-21 15:48:27,Dodacampos,"R$ 9,27"
199,Pacote 50 Lances,2021-11-21 15:00:00,2021-11-21 15:06:38,Sergio oliari,"R$ 1,75"
200,Pacote 100 Lances,2021-11-21 12:00:00,2021-11-21 13:43:12,email,"R$ 12,43"
201,Caixa de Som,2021-11-21 13:00:00,2021-11-21 13:24:38,RCJardins,"R$ 4,82"
202,Drone Multilaser Eagle,2021-11-21 11:00:00,2021-11-21 12:33:45,AdilsonMenendes,"R$ 10,29"
203,Pacote 50 Lances,2021-11-21 09:00:00,2021-11-21 09:23:27,nando40,"R$ 2,78"
204,Bicicleta Ergométrica Polimet,2021-11-21 07:00:00,2021-11-21 08:36:08,Ramoni,"R$ 9,87"
205,Cadeira de escrit,2021-11-21 08:00:00,2021-11-21 08:22:52,Pksub15,"R$ 2,66"
206,Pacote 50 Lances,2021-11-21 06:00:00,2021-11-21 06:38:36,Fabiacrist,"R$ 7,07"
207,MacBook Air Intel,2021-11-20 22:00:00,2021-11-21 04:48:39,cadinho90,"R$ 46,85"
208,Fone Bose Quietcomfort,2021-11-20 20:30:00,2021-11-21 02:59:33,cadumusic,"R$ 32,97"
209,GoPro HERO 9,2021-11-20 16:00:00,2021-11-21 01:04:08,gordinhovencedor,"R$ 49,84"
210,Smart TV LED,2021-11-20 20:00:00,2021-11-20 23:56:38,duzaocavenaghi,"R$ 32,43"
211,Pacote 100 Lances,2021-11-20 23:00:00,2021-11-20 23:22:57,Shemarry,"R$ 3,52"
212,Cadeira Escritório Executiva,2021-11-20 19:00:00,2021-11-20 23:02:27,Bia-2022,"R$ 26,23"
213,Pacote 100 Lances,2021-11-20 21:00:00,2021-11-20 21:17:43,34152302879,"R$ 3,35"
214,Drone Multilaser Eagle,2021-11-20 19:30:00,2021-11-20 20:10:16,jalneisilva,"R$ 5,68"
215,Caixa de Som,2021-11-20 13:00:00,2021-11-20 19:31:08,email,"R$ 41,03"
216,Pacote 50 Lances,2021-11-20 18:00:00,2021-11-20 18:21:34,email,"R$ 4,00"
217,Cervejeira Metalfrio VN50FL,2021-11-20 17:00:00,2021-11-20 17:04:11,valdomarques61,"R$ 1,72"
218,Pacote 50 Lances,2021-11-20 15:00:00,2021-11-20 15:52:39,Todynho031425,"R$ 7,69"
219,IPhone 13 Pro,2021-11-20 10:00:00,2021-11-20 14:17:58,jp_XP,"R$ 34,10"
220,Tablet How 7,2021-11-20 14:00:00,2021-11-20 14:02:04,Brocador4,"R$ 1,11"
221,Lava E Seca,2021-11-20 11:00:00,2021-11-20 12:50:02,marcelolatam,"R$ 12,08"
222,Pacote 100 Lances,2021-11-20 12:00:00,2021-11-20 12:28:09,email,"R$ 4,19"
223,Pacote 50 Lances,2021-11-20 09:00:00,2021-11-20 09:14:01,Sergio oliari,"R$ 1,76"
224,Cama Box Colch,2021-11-20 07:00:00,2021-11-20 08:23:40,Pac_Man,"R$ 7,95"
225,PIX de 500,2021-11-20 08:00:00,2021-11-20 08:04:59,Lafaetti,"R$ 1,98"
226,Smart TV 75,2021-11-19 16:00:00,2021-11-20 06:36:05,lorenzohoff,"R$ 91,57"
227,Pacote 50 Lances,2021-11-20 06:00:00,2021-11-20 06:09:32,38 999653877,"R$ 2,10"
228,A Intel Core,2021-11-19 22:00:00,2021-11-19 23:37:17,Pac_Man,"R$ 10,53"
229,Pacote 100 Lances,2021-11-19 23:00:00,2021-11-19 23:02:49,djlevi,"R$ 0,93"
230,Pacote 100 Lances,2021-11-19 21:00:00,2021-11-19 22:22:11,ericgomes250,"R$ 11,28"
231,Patinete Elétrico Maj,2021-11-19 20:00:00,2021-11-19 21:23:00,elielton soares,"R$ 12,04"
232,Cadeira de escrit,2021-11-19 20:30:00,2021-11-19 21:01:03,Pksub15,"R$ 3,19"
233,Patinete Elétrico Foston,2021-11-19 14:00:00,2021-11-19 20:09:15,Parei,"R$ 35,63"
234,GoPro HERO 9,2021-11-19 19:00:00,2021-11-19 19:36:21,andréluissabagg,"R$ 4,35"
235,Caixa de Som,2021-11-19 19:30:00,2021-11-19 19:36:02,Francisco Eriberto,"R$ 1,43"
236,Pacote 50 Lances,2021-11-19 18:00:00,2021-11-19 18:01:58,Santos839,"R$ 0,82"
237,Apple Watch Series,2021-11-19 08:00:00,2021-11-19 17:32:36,JCAVALLi,"R$ 57,84"
238,Bicicleta Aro 29,2021-11-19 17:00:00,2021-11-19 17:17:26,Kaka-lima77,"R$ 3,09"
239,Pacote 50 Lances,2021-11-19 15:00:00,2021-11-19 15:28:20,Thays Neri,"R$ 4,13"
240,PIX de 1.000,2021-11-19 11:00:00,2021-11-19 14:59:33,Ricardokaser,"R$ 31,04"
241,Câmera Insta360 One,2021-11-19 13:00:00,2021-11-19 13:51:13,mantelli,"R$ 4,56"
242,Pacote 100 Lances,2021-11-19 12:00:00,2021-11-19 12:07:40,email,"R$ 1,58"
243,IPhone 13 Pro,2021-11-19 10:00:00,2021-11-19 10:36:40,Gabriela1012,"R$ 6,59"
244,Pacote 50 Lances,2021-11-19 09:00:00,2021-11-19 09:29:21,veve29,"R$ 3,29"
245,Aparador Philips Multigroom,2021-11-19 07:00:00,2021-11-19 07:39:52,raquelmaia,"R$ 5,35"
246,5 Digital Edition,2021-11-17 14:00:00,2021-11-19 06:34:44,flavinhocintra,"R$ 228,66"
247,Pacote 50 Lances,2021-11-19 06:00:00,2021-11-19 06:14:04,harrisonmiqueias,"R$ 2,45"
248,MacBook Air Intel,2021-11-18 22:00:00,2021-11-19 03:54:14,sachetti,"R$ 37,64"
249,Smart TV LED,2021-11-18 16:00:00,2021-11-19 03:36:08,email,"R$ 74,28"
250,Pacote 100 Lances,2021-11-18 23:00:00,2021-11-18 23:34:01,Edinei da silva,"R$ 4,79"
251,Samsung Galaxy S20,2021-11-18 20:30:00,2021-11-18 22:59:25,xandytimão,"R$ 18,11"
